Cenário_da_violação;Frequência;Início_das_violações;Grupo_vulnerável;Relação_vítima_suspeito;Sexo_da_vítima;Faixa_etária_da_vítima;Deficiência_da_vítima;Município_da_vítima;Raça_Cor_da_vítima;Sexo_do_suspeito;Faixa_etária_do_suspeito;Raça_Cor_do_suspeito;violacao
CASA DA VÍTIMA;OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;70 A 74 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;40 A 44 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;70 A 74 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;40 A 44 ANOS;BRANCA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA DA VÍTIMA;OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;70 A 74 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;40 A 44 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;70 A 74 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;40 A 44 ANOS;BRANCA;INTEGRIDADE>FÍSICA>MAUS TRATOS
CASA DA VÍTIMA;OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;70 A 74 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;40 A 44 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;70 A 74 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;40 A 44 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;COMPANHEIRO(A);FEMININO;60 A 64 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;PARDA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;COMPANHEIRO(A);FEMININO;60 A 64 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;COMPANHEIRO(A);FEMININO;60 A 64 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PATRIMONIAL>INDIVIDUAL
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;COMPANHEIRO(A);FEMININO;60 A 64 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;MASCULINO;50 A 54 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;GENRO/NORA;FEMININO;75 A 79 ANOS;VISUAL;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;GENRO/NORA;FEMININO;75 A 79 ANOS;NÃO;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;GENRO/NORA;FEMININO;75 A 79 ANOS;NÃO;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;GENRO/NORA;FEMININO;75 A 79 ANOS;NÃO;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;GENRO/NORA;FEMININO;75 A 79 ANOS;NÃO;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;GENRO/NORA;FEMININO;75 A 79 ANOS;NÃO;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;GENRO/NORA;FEMININO;75 A 79 ANOS;VISUAL;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;GENRO/NORA;FEMININO;75 A 79 ANOS;NÃO;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;GENRO/NORA;FEMININO;75 A 79 ANOS;NÃO;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;GENRO/NORA;FEMININO;75 A 79 ANOS;NÃO;3304151 | QUISSAMÃ;PARDA;FEMININO;20 A 24 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303203 | NILÓPOLIS;PRETA;FEMININO;40 A 44 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303203 | NILÓPOLIS;PRETA;FEMININO;40 A 44 ANOS;PRETA;INTEGRIDADE>PATRIMONIAL>INDIVIDUAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3303203 | NILÓPOLIS;PRETA;FEMININO;40 A 44 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);MASCULINO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;35 A 39 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);MASCULINO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;FEMININO;35 A 39 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA EM SITUAÇÃO DE RUA;EX-COMPANHEIRO(A);FEMININO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PRETA;MASCULINO;40 A 44 ANOS;PRETA;INTEGRIDADE>PATRIMONIAL>INDIVIDUAL
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA EM SITUAÇÃO DE RUA;EX-COMPANHEIRO(A);FEMININO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PRETA;MASCULINO;40 A 44 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA EM SITUAÇÃO DE RUA;EX-COMPANHEIRO(A);FEMININO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PRETA;MASCULINO;40 A 44 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA EM SITUAÇÃO DE RUA;EX-COMPANHEIRO(A);FEMININO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PRETA;MASCULINO;40 A 44 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA EM SITUAÇÃO DE RUA;EX-COMPANHEIRO(A);FEMININO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PRETA;MASCULINO;40 A 44 ANOS;PRETA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA DO SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA EM SITUAÇÃO DE RUA;EX-COMPANHEIRO(A);FEMININO;30 A 34 ANOS;NÃO;3303302 | NITERÓI;PRETA;MASCULINO;40 A 44 ANOS;PRETA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR;FEMININO;60 A 64 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>PATRIMONIAL>INDIVIDUAL
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR;FEMININO;60 A 64 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR;FEMININO;60 A 64 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR;FEMININO;60 A 64 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR;FEMININO;60 A 64 ANOS;NÃO;3303302 | NITERÓI;PARDA;FEMININO;45 A 49 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;40 A 44 ANOS;PARDA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;40 A 44 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;20 A 24 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;40 A 44 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;20 A 24 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;20 A 24 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;20 A 24 ANOS;PARDA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;40 A 44 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;20 A 24 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;TIO(A);MASCULINO;25 A 29 ANOS;NÃO;3302858 | MESQUITA;PRETA;FEMININO;40 A 44 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;PRESTADOR(A) DE SERVIÇO;FEMININO;75 A 79 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;PARDA;MASCULINO;70 A 74 ANOS;PARDA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;PRESTADOR(A) DE SERVIÇO;FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;MASCULINO;70 A 74 ANOS;PARDA;INTEGRIDADE>FÍSICA>OUTROS
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA IDOSA;PRESTADOR(A) DE SERVIÇO;FEMININO;75 A 79 ANOS;NÃO;3304557 | RIO DE JANEIRO;PARDA;MASCULINO;70 A 74 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;SOGRO(A);FEMININO;60 A 64 ANOS;NÃO;3300456 | BELFORD ROXO;BRANCA;MASCULINO;35 A 39 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;OCASIONALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;SOGRO(A);FEMININO;60 A 64 ANOS;NÃO;3300456 | BELFORD ROXO;BRANCA;MASCULINO;35 A 39 ANOS;PRETA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;IRMÃO(Ã);FEMININO;30 A 34 ANOS;MENTAL/INTELECTUAL;3305208 | SÃO PEDRO DA ALDEIA;PRETA;FEMININO;40 A 44 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ UM MÊS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;IRMÃO(Ã);FEMININO;30 A 34 ANOS;NÃO;3305208 | SÃO PEDRO DA ALDEIA;PRETA;FEMININO;40 A 44 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;BRANCA;FEMININO;40 A 44 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;BRANCA;FEMININO;40 A 44 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;BRANCA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;BRANCA;FEMININO;30 A 34 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;FILHO(A);FEMININO;60 A 64 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;LIBERDADE>DIREITOS INDIVIDUAIS>AUTONOMIA DE VONTADE
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;SEMANALMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA IDOSA;LÍDER RELIGIOSO(A);FEMININO;65 A 69 ANOS;NÃO;3301900 | ITABORAÍ;BRANCA;MASCULINO;70 A 74 ANOS;BRANCA;LIBERDADE>DIREITOS INDIVIDUAIS>FALTA DE ACESSIBILIDADE>NA COMUNICAÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;35 A 39 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;35 A 39 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE CINCO ANOS;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;MASCULINO;35 A 39 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PAI;FEMININO;12 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;PRETA;MASCULINO;20 A 24 ANOS;PARDA;LIBERDADE>SEXUAL>PSÍQUICA>ABUSO SEXUAL PSÍQUICO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PAI;FEMININO;12 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;PRETA;MASCULINO;20 A 24 ANOS;PARDA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PAI;FEMININO;12 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;PRETA;MASCULINO;20 A 24 ANOS;PARDA;LIBERDADE>SEXUAL>FÍSICA>ESTUPRO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE;PAI;FEMININO;12 ANOS;NÃO;3301702 | DUQUE DE CAXIAS;PRETA;MASCULINO;20 A 24 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
